accuracy,loss,val_accuracy,val_loss
0.9375898838043213,0.16993561387062073,0.8433734774589539,0.4024063050746918
0.9488064646720886,0.1591210961341858,0.8373494148254395,0.4142066240310669
0.950532078742981,0.15163439512252808,0.8313252925872803,0.4040191173553467
0.9554213285446167,0.13817161321640015,0.8353413939476013,0.4384796917438507
0.9580097794532776,0.13278675079345703,0.8413654565811157,0.4210353195667267
0.9597353935241699,0.12870389223098755,0.8293172717094421,0.46555936336517334
0.9631866812705994,0.11987625807523727,0.849397599697113,0.4301050305366516
0.966637909412384,0.11159805208444595,0.8313252925872803,0.4380190670490265
0.976128876209259,0.09807935357093811,0.8514056205749512,0.4567548334598541
0.9695139527320862,0.10485432296991348,0.8473895788192749,0.43981239199638367
0.9735404253005981,0.09479335695505142,0.845381498336792,0.445090115070343
0.9767040610313416,0.08590314537286758,0.8473895788192749,0.4551461338996887
0.9787172675132751,0.08039598912000656,0.8433734774589539,0.45116955041885376
0.979867696762085,0.07944880425930023,0.849397599697113,0.44641485810279846
0.9844693541526794,0.06961743533611298,0.8534136414527893,0.46690136194229126
0.9841817617416382,0.06628531962633133,0.8534136414527893,0.4662554860115051
0.9833189249038696,0.06383533775806427,0.8674699068069458,0.44390711188316345
0.9856197834014893,0.05808703973889351,0.849397599697113,0.4783291518688202
0.9887834191322327,0.058531712740659714,0.845381498336792,0.5139638781547546
0.9856197834014893,0.05855606123805046,0.8514056205749512,0.4851738214492798
0.9884958267211914,0.053510211408138275,0.8594377636909485,0.46401017904281616
0.9942479133605957,0.043682318180799484,0.8594377636909485,0.4855976700782776
0.9948230981826782,0.03888222947716713,0.8554216623306274,0.5128798484802246
0.9925222992897034,0.04237037152051926,0.8473895788192749,0.5294659733772278
0.9948230981826782,0.03623943030834198,0.8534136414527893,0.5488011837005615
